textDisplay,likeCount,remove_user,cleaning,tokenized_Content
Harusny ada versi dub Indonesia ny juga<br>Berhubung ini BNI kan,1.0,Harusny ada versi dub Indonesia ny juga<br>Berhubung ini BNI kan,Harusny ada versi dub Indonesia ny jugaBerhubung ini BNI kan,"['""Harusny""', '""ada""', '""versi""', '""dub""', '""Indonesia""', '""ny""', '""juga""', '""<""', '""br""', '"">""', '""Berhubung""', '""ini""', '""BNI""', '""kan""']"
Absolutely cinema,2.0,Absolutely cinema,Absolutely cinema,"['""Absolutely""', '""cinema""']"
gg,2.0,gg,gg,"['""gg""']"
lanjut min 1 season,0.0,lanjut min 1 season,lanjut min season,"['""lanjut""', '""min""', '""1""', '""season""']"
"keren banget iklan ini, jadiin series gas lah BNI :v",0.0,"keren banget iklan ini, jadiin series gas lah BNI :v",keren banget iklan ini jadiin series gas lah BNI v,"['""keren""', '""banget""', '""iklan""', '""ini""', '"",""', '""jadiin""', '""series""', '""gas""', '""lah""', '""BNI""', '"":""', '""v""']"
menyala bank indonesia,0.0,menyala bank indonesia,menyala bank indonesia,"['""menyala""', '""bank""', '""indonesia""']"
Bagusss suka banget,0.0,Bagusss suka banget,Bagusss suka banget,"['""Bagusss""', '""suka""', '""banget""']"
wah saingannya Marjan nih ?!!!!!<br>di tunggu Iklan anime selanjutnya... cute banget,0.0,wah saingannya Marjan nih ?!!!!!<br>di tunggu Iklan anime selanjutnya... cute banget,wah saingannya Marjan nih di tunggu Iklan anime selanjutnya cute banget,"['""wah""', '""saingannya""', '""Marjan""', '""nih""', '""?""', '""!""', '""!""', '""!""', '""!""', '""!""', '""<""', '""br""', '"">""', '""di""', '""tunggu""', '""Iklan""', '""anime""', '""selanjutnya""', '""...""', '""cute""', '""banget""']"
Anjai animenya smooth banget njir wholsone tipikal anime komedy slice of life 😂,0.0,Anjai animenya smooth banget njir wholsone tipikal anime komedy slice of life 😂,Anjai animenya smooth banget njir wholsone tipikal anime komedy slice of life ,"['""Anjai""', '""animenya""', '""smooth""', '""banget""', '""njir""', '""wholsone""', '""tipikal""', '""anime""', '""komedy""', '""slice""', '""of""', '""life""', '""😂""']"
BNI Memasak ketika kita lapar🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.0,BNI Memasak ketika kita lapar🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥,BNI Memasak ketika kita lapar ,"['""BNI""', '""Memasak""', '""ketika""', '""kita""', '""lapar🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥""']"
cooked,0.0,cooked,cooked,"['""cooked""']"
DITUNGGU SERIESNYA,1.0,DITUNGGU SERIESNYA,DITUNGGU SERIESNYA,"['""DITUNGGU""', '""SERIESNYA""']"
"keren bet <a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a>",0.0,"keren bet <a href=""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""></a>",keren bet a href UCkszU WH gy mb dV UJg DfgfY LaNdmMq IPuI AaA a ,"['""keren""', '""bet""', '""<""', '""a""', '""href=""', '""\'\'""', '""UCkszU2WH9gy1mb0dV-11UJg/DfgfY9LaNdmMq7IPuI2AaA""', '""\'\'""', '"">""', '""<""', '""/a""', '"">""']"
FANTASTIC!!!,0.0,FANTASTIC!!!,FANTASTIC ,"['""FANTASTIC""', '""!""', '""!""', '""!""']"
Goat advertisement,1.0,Goat advertisement,Goat advertisement,"['""Goat""', '""advertisement""']"
Ihhh lucuuuu ૮꒰ ˶• ༝ •˶꒱ა ♡<br>Rupanya aku telah tertipu sama thumbnail nya.,1.0,Ihhh lucuuuu ૮꒰ ˶• ༝ •˶꒱ა ♡<br>Rupanya aku telah tertipu sama thumbnail nya.,Ihhh lucuuuu Rupanya aku telah tertipu sama thumbnail nya ,"['""Ihhh""', '""lucuuuu""', '""૮꒰""', '""˶•""', '""༝""', '""•˶꒱ა""', '""♡""', '""<""', '""br""', '"">""', '""Rupanya""', '""aku""', '""telah""', '""tertipu""', '""sama""', '""thumbnail""', '""nya""', '"".""']"
Sipp👍<br><br>Simpel tapi bagus banget Cok animasinya lanjut episode ke 2,0.0,Sipp👍<br><br>Simpel tapi bagus banget Cok animasinya lanjut episode ke 2,Sipp Simpel tapi bagus banget Cok animasinya lanjut episode ke ,"['""Sipp👍""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Simpel""', '""tapi""', '""bagus""', '""banget""', '""Cok""', '""animasinya""', '""lanjut""', '""episode""', '""ke""', '""2""']"
kenapa tidak menggunakan bahasa indoensia?,0.0,kenapa tidak menggunakan bahasa indoensia?,kenapa tidak menggunakan bahasa indoensia ,"['""kenapa""', '""tidak""', '""menggunakan""', '""bahasa""', '""indoensia""', '""?""']"
Seiyuu ny sapa y,1.0,Seiyuu ny sapa y,Seiyuu ny sapa y,"['""Seiyuu""', '""ny""', '""sapa""', '""y""']"
aku disini sebelum vital,0.0,aku disini sebelum vital,aku disini sebelum vital,"['""aku""', '""disini""', '""sebelum""', '""vital""']"
"semoga yang bikin iklannya dibayar dengan pantas, moga gajinya gk ditahan",0.0,"semoga yang bikin iklannya dibayar dengan pantas, moga gajinya gk ditahan",semoga yang bikin iklannya dibayar dengan pantas moga gajinya gk ditahan,"['""semoga""', '""yang""', '""bikin""', '""iklannya""', '""dibayar""', '""dengan""', '""pantas""', '"",""', '""moga""', '""gajinya""', '""gk""', '""ditahan""']"
"Kemarin bmkg, sekarang bank bni, the rill berteknologi tinggi",0.0,"Kemarin bmkg, sekarang bank bni, the rill berteknologi tinggi",Kemarin bmkg sekarang bank bni the rill berteknologi tinggi,"['""Kemarin""', '""bmkg""', '"",""', '""sekarang""', '""bank""', '""bni""', '"",""', '""the""', '""rill""', '""berteknologi""', '""tinggi""']"
Lucunyaa,0.0,Lucunyaa,Lucunyaa,"['""Lucunyaa""']"
Bagus yak wkwk,0.0,Bagus yak wkwk,Bagus yak wkwk,"['""Bagus""', '""yak""', '""wkwk""']"
better than kunci biru,1.0,better than kunci biru,better than kunci biru,"['""better""', '""than""', '""kunci""', '""biru""']"
"wah, bagaimana mungkin kakek bisa transfer dengan tepat waktu 😱",1.0,"wah, bagaimana mungkin kakek bisa transfer dengan tepat waktu 😱",wah bagaimana mungkin kakek bisa transfer dengan tepat waktu ,"['""wah""', '"",""', '""bagaimana""', '""mungkin""', '""kakek""', '""bisa""', '""transfer""', '""dengan""', '""tepat""', '""waktu""', '""😱""']"
"anjayani, MANTAP kali animenya, untuk app wondr bagus sih, jarang gangguan, cuma belum ada fitur tarik tunai cardless nya aja, segera tambahin fiturnya minnn... 😁",1.0,"anjayani, MANTAP kali animenya, untuk app wondr bagus sih, jarang gangguan, cuma belum ada fitur tarik tunai cardless nya aja, segera tambahin fiturnya minnn... 😁",anjayani MANTAP kali animenya untuk app wondr bagus sih jarang gangguan cuma belum ada fitur tarik tunai cardless nya aja segera tambahin fiturnya minnn ,"['""anjayani""', '"",""', '""MANTAP""', '""kali""', '""animenya""', '"",""', '""untuk""', '""app""', '""wondr""', '""bagus""', '""sih""', '"",""', '""jarang""', '""gangguan""', '"",""', '""cuma""', '""belum""', '""ada""', '""fitur""', '""tarik""', '""tunai""', '""cardless""', '""nya""', '""aja""', '"",""', '""segera""', '""tambahin""', '""fiturnya""', '""minnn""', '""...""', '""😁""']"
Di tunggu aja kak pokoknya tarik dan setor tunai cardless wajib ada apalagi buat yang takut card nya ketelen. Dengan rilis nya iklan anime kek gini udh pertanda mau update gede (semoga),0.0,Di tunggu aja kak pokoknya tarik dan setor tunai cardless wajib ada apalagi buat yang takut card nya ketelen. Dengan rilis nya iklan anime kek gini udh pertanda mau update gede (semoga),Di tunggu aja kak pokoknya tarik dan setor tunai cardless wajib ada apalagi buat yang takut card nya ketelen Dengan rilis nya iklan anime kek gini udh pertanda mau update gede semoga ,"['""Di""', '""tunggu""', '""aja""', '""kak""', '""pokoknya""', '""tarik""', '""dan""', '""setor""', '""tunai""', '""cardless""', '""wajib""', '""ada""', '""apalagi""', '""buat""', '""yang""', '""takut""', '""card""', '""nya""', '""ketelen""', '"".""', '""Dengan""', '""rilis""', '""nya""', '""iklan""', '""anime""', '""kek""', '""gini""', '""udh""', '""pertanda""', '""mau""', '""update""', '""gede""', '""(""', '""semoga""', '"")""']"
next episode adain DUB Indo dong,0.0,next episode adain DUB Indo dong,next episode adain DUB Indo dong,"['""next""', '""episode""', '""adain""', '""DUB""', '""Indo""', '""dong""']"
WATTAHEK IS THIS MASTERPIECE,1.0,WATTAHEK IS THIS MASTERPIECE,WATTAHEK IS THIS MASTERPIECE,"['""WATTAHEK""', '""IS""', '""THIS""', '""MASTERPIECE""']"
Let him cook bro,0.0,Let him cook bro,Let him cook bro,"['""Let""', '""him""', '""cook""', '""bro""']"
gokill karya anak bangsa bukan nih min.. keren banget.. ampe nangis nontonya saking kerennya😢😢,4.0,gokill karya anak bangsa bukan nih min.. keren banget.. ampe nangis nontonya saking kerennya😢😢,gokill karya anak bangsa bukan nih min keren banget ampe nangis nontonya saking kerennya ,"['""gokill""', '""karya""', '""anak""', '""bangsa""', '""bukan""', '""nih""', '""min""', '""..""', '""keren""', '""banget""', '""..""', '""ampe""', '""nangis""', '""nontonya""', '""saking""', '""kerennya😢😢""']"
"bang kalau kartu BNI ku rusak ga bisa dipake akibat buat oles pasta prosesor, ke bank ganti berapa duit ya?",0.0,"bang kalau kartu BNI ku rusak ga bisa dipake akibat buat oles pasta prosesor, ke bank ganti berapa duit ya?",bang kalau kartu BNI ku rusak ga bisa dipake akibat buat oles pasta prosesor ke bank ganti berapa duit ya ,"['""bang""', '""kalau""', '""kartu""', '""BNI""', '""ku""', '""rusak""', '""ga""', '""bisa""', '""dipake""', '""akibat""', '""buat""', '""oles""', '""pasta""', '""prosesor""', '"",""', '""ke""', '""bank""', '""ganti""', '""berapa""', '""duit""', '""ya""', '""?""']"
"Wauuuuuuuu smooth bingit mmmmuach i like it,Let it cook tomorrow",2.0,"Wauuuuuuuu smooth bingit mmmmuach i like it,Let it cook tomorrow",Wauuuuuuuu smooth bingit mmmmuach i like it Let it cook tomorrow,"['""Wauuuuuuuu""', '""smooth""', '""bingit""', '""mmmmuach""', '""i""', '""like""', '""it""', '"",""', '""Let""', '""it""', '""cook""', '""tomorrow""']"
Gg bni apakah bakal ada dub indo 😂,3.0,Gg bni apakah bakal ada dub indo 😂,Gg bni apakah bakal ada dub indo ,"['""Gg""', '""bni""', '""apakah""', '""bakal""', '""ada""', '""dub""', '""indo""', '""😂""']"
wkwkw bagus lucu ini,0.0,wkwkw bagus lucu ini,wkwkw bagus lucu ini,"['""wkwkw""', '""bagus""', '""lucu""', '""ini""']"
"perancangan cerita yang menarik, ga nyangka si kakek pas pasan tf pada menit-menit terakhir😂",1.0,"perancangan cerita yang menarik, ga nyangka si kakek pas pasan tf pada menit-menit terakhir😂",perancangan cerita yang menarik ga nyangka si kakek pas pasan tf pada menit menit terakhir ,"['""perancangan""', '""cerita""', '""yang""', '""menarik""', '"",""', '""ga""', '""nyangka""', '""si""', '""kakek""', '""pas""', '""pasan""', '""tf""', '""pada""', '""menit-menit""', '""terakhir😂""']"
"Moga moga industri animasi Indonesia makin maju, contohnya kek nih wnimeh😂😂",0.0,"Moga moga industri animasi Indonesia makin maju, contohnya kek nih wnimeh😂😂",Moga moga industri animasi Indonesia makin maju contohnya kek nih wnimeh ,"['""Moga""', '""moga""', '""industri""', '""animasi""', '""Indonesia""', '""makin""', '""maju""', '"",""', '""contohnya""', '""kek""', '""nih""', '""wnimeh😂😂""']"
"Ga kaleng kaleng coy, saya dukung ini jadi series kayak Marjan tapi bedanya ini 2d 🔥🔥🔥",1.0,"Ga kaleng kaleng coy, saya dukung ini jadi series kayak Marjan tapi bedanya ini 2d 🔥🔥🔥",Ga kaleng kaleng coy saya dukung ini jadi series kayak Marjan tapi bedanya ini d ,"['""Ga""', '""kaleng""', '""kaleng""', '""coy""', '"",""', '""saya""', '""dukung""', '""ini""', '""jadi""', '""series""', '""kayak""', '""Marjan""', '""tapi""', '""bedanya""', '""ini""', '""2d""', '""🔥🔥🔥""']"
@@bobi5989 yoi mang,0.0,bobi5989 yoi mang,bobi yoi mang,"['""@""', '""@""', '""bobi5989""', '""yoi""', '""mang""']"
BNI Bank Nichijou Indonesia 🗿,0.0,BNI Bank Nichijou Indonesia 🗿,BNI Bank Nichijou Indonesia ,"['""BNI""', '""Bank""', '""Nichijou""', '""Indonesia""', '""🗿""']"
Alamak lebih bagus dari blue lock wkwk 🇮🇩🇮🇩 asli sih salut bangettt sama karya yang satu ini 🔥🔥,0.0,Alamak lebih bagus dari blue lock wkwk 🇮🇩🇮🇩 asli sih salut bangettt sama karya yang satu ini 🔥🔥,Alamak lebih bagus dari blue lock wkwk asli sih salut bangettt sama karya yang satu ini ,"['""Alamak""', '""lebih""', '""bagus""', '""dari""', '""blue""', '""lock""', '""wkwk""', '""🇮🇩🇮🇩""', '""asli""', '""sih""', '""salut""', '""bangettt""', '""sama""', '""karya""', '""yang""', '""satu""', '""ini""', '""🔥🔥""']"
"Gila standar anime jepang banget, yuk bisa yuk studio lokal",1.0,"Gila standar anime jepang banget, yuk bisa yuk studio lokal",Gila standar anime jepang banget yuk bisa yuk studio lokal,"['""Gila""', '""standar""', '""anime""', '""jepang""', '""banget""', '"",""', '""yuk""', '""bisa""', '""yuk""', '""studio""', '""lokal""']"
Woy woy woy. Berasa nonton Nichijou wkwlwlwl 😅,0.0,Woy woy woy. Berasa nonton Nichijou wkwlwlwl 😅,Woy woy woy Berasa nonton Nichijou wkwlwlwl ,"['""Woy""', '""woy""', '""woy""', '"".""', '""Berasa""', '""nonton""', '""Nichijou""', '""wkwlwlwl""', '""😅""']"
Bayangin masa produksi nya di kasih dua tahun sama budget nya gede,1.0,Bayangin masa produksi nya di kasih dua tahun sama budget nya gede,Bayangin masa produksi nya di kasih dua tahun sama budget nya gede,"['""Bayangin""', '""masa""', '""produksi""', '""nya""', '""di""', '""kasih""', '""dua""', '""tahun""', '""sama""', '""budget""', '""nya""', '""gede""']"
💥,0.0,💥, ,"['""💥""']"
We got anime bni before gta6,0.0,We got anime bni before gta6,We got anime bni before gta ,"['""We""', '""got""', '""anime""', '""bni""', '""before""', '""gta6""']"
Tolong infokan lowongan jadi cucu kakeknya 🤣😅,0.0,Tolong infokan lowongan jadi cucu kakeknya 🤣😅,Tolong infokan lowongan jadi cucu kakeknya ,"['""Tolong""', '""infokan""', '""lowongan""', '""jadi""', '""cucu""', '""kakeknya""', '""🤣😅""']"
KASIH CREDIT UNTUK STUDIO PRODUKSI ANIMASI DAN VOICE ACTORNYA,0.0,KASIH CREDIT UNTUK STUDIO PRODUKSI ANIMASI DAN VOICE ACTORNYA,KASIH CREDIT UNTUK STUDIO PRODUKSI ANIMASI DAN VOICE ACTORNYA,"['""KASIH""', '""CREDIT""', '""UNTUK""', '""STUDIO""', '""PRODUKSI""', '""ANIMASI""', '""DAN""', '""VOICE""', '""ACTORNYA""']"
Semua akan menjadi anime pada waktunya🔥🔥🔥🔥🔥,0.0,Semua akan menjadi anime pada waktunya🔥🔥🔥🔥🔥,Semua akan menjadi anime pada waktunya ,"['""Semua""', '""akan""', '""menjadi""', '""anime""', '""pada""', '""waktunya🔥🔥🔥🔥🔥""']"
Nandeeeee,0.0,Nandeeeee,Nandeeeee,"['""Nandeeeee""']"
Auto subscribe nunggu lanjutannya wkwk,0.0,Auto subscribe nunggu lanjutannya wkwk,Auto subscribe nunggu lanjutannya wkwk,"['""Auto""', '""subscribe""', '""nunggu""', '""lanjutannya""', '""wkwk""']"
"Gile, episode pertama cuma mau bayar aja udah dramatis sekali. Nanti episode 6 ternyata kakeknya bisa melawan rusa 🦌",98.0,"Gile, episode pertama cuma mau bayar aja udah dramatis sekali. Nanti episode 6 ternyata kakeknya bisa melawan rusa 🦌",Gile episode pertama cuma mau bayar aja udah dramatis sekali Nanti episode ternyata kakeknya bisa melawan rusa ,"['""Gile""', '"",""', '""episode""', '""pertama""', '""cuma""', '""mau""', '""bayar""', '""aja""', '""udah""', '""dramatis""', '""sekali""', '"".""', '""Nanti""', '""episode""', '""6""', '""ternyata""', '""kakeknya""', '""bisa""', '""melawan""', '""rusa""', '""🦌""']"
shika,6.0,shika,shika,"['""shika""']"
Bedaaaaaaaa,1.0,Bedaaaaaaaa,Bedaaaaaaaa,"['""Bedaaaaaaaa""']"
Njirr awokawok,2.0,Njirr awokawok,Njirr awokawok,"['""Njirr""', '""awokawok""']"
kepala sekolah nichijo 😅,0.0,kepala sekolah nichijo 😅,kepala sekolah nichijo ,"['""kepala""', '""sekolah""', '""nichijo""', '""😅""']"
tinggal nunggu buku tabungan BNI + kartu ATM nya edisi Anime nya ( BNI nichijou edition ) 🙏🙏🙏🙏🙏,0.0,tinggal nunggu buku tabungan BNI + kartu ATM nya edisi Anime nya ( BNI nichijou edition ) 🙏🙏🙏🙏🙏,tinggal nunggu buku tabungan BNI kartu ATM nya edisi Anime nya BNI nichijou edition ,"['""tinggal""', '""nunggu""', '""buku""', '""tabungan""', '""BNI""', '""+""', '""kartu""', '""ATM""', '""nya""', '""edisi""', '""Anime""', '""nya""', '""(""', '""BNI""', '""nichijou""', '""edition""', '"")""', '""🙏🙏🙏🙏🙏""']"
Alamak,0.0,Alamak,Alamak,"['""Alamak""']"
Kita mendapatkan Iklan BNI versi Anime sebelum GTA 6 Rilis,0.0,Kita mendapatkan Iklan BNI versi Anime sebelum GTA 6 Rilis,Kita mendapatkan Iklan BNI versi Anime sebelum GTA Rilis,"['""Kita""', '""mendapatkan""', '""Iklan""', '""BNI""', '""versi""', '""Anime""', '""sebelum""', '""GTA""', '""6""', '""Rilis""']"
mana episode 2 nya min,0.0,mana episode 2 nya min,mana episode nya min,"['""mana""', '""episode""', '""2""', '""nya""', '""min""']"
rrrahhhhhhhhhhhhh langkah terhebat anime indonesia minnn lanjutkannnnnn,0.0,rrrahhhhhhhhhhhhh langkah terhebat anime indonesia minnn lanjutkannnnnn,rrrahhhhhhhhhhhhh langkah terhebat anime indonesia minnn lanjutkannnnnn,"['""rrrahhhhhhhhhhhhh""', '""langkah""', '""terhebat""', '""anime""', '""indonesia""', '""minnn""', '""lanjutkannnnnn""']"
Subtitlenya kecil banget sih kata aku,0.0,Subtitlenya kecil banget sih kata aku,Subtitlenya kecil banget sih kata aku,"['""Subtitlenya""', '""kecil""', '""banget""', '""sih""', '""kata""', '""aku""']"
Keren jir😂,0.0,Keren jir😂,Keren jir ,"['""Keren""', '""jir😂""']"
"lho, ini aplikasi baru pengganti BNI mobile ya ?<br>Apa bisa jadi one portal yang bisa ngeliat status rkening, CC sama hutang macem Octonya CIMB ?",0.0,"lho, ini aplikasi baru pengganti BNI mobile ya ?<br>Apa bisa jadi one portal yang bisa ngeliat status rkening, CC sama hutang macem Octonya CIMB ?",lho ini aplikasi baru pengganti BNI mobile ya Apa bisa jadi one portal yang bisa ngeliat status rkening CC sama hutang macem Octonya CIMB ,"['""lho""', '"",""', '""ini""', '""aplikasi""', '""baru""', '""pengganti""', '""BNI""', '""mobile""', '""ya""', '""?""', '""<""', '""br""', '"">""', '""Apa""', '""bisa""', '""jadi""', '""one""', '""portal""', '""yang""', '""bisa""', '""ngeliat""', '""status""', '""rkening""', '"",""', '""CC""', '""sama""', '""hutang""', '""macem""', '""Octonya""', '""CIMB""', '""?""']"
"Njir gw nonton iklan 4 mnt tanpa skip, biasanya iklan 15dtk gw spam tombol skip nya, ini 4 mnt gw tonton ampe habis",1.0,"Njir gw nonton iklan 4 mnt tanpa skip, biasanya iklan 15dtk gw spam tombol skip nya, ini 4 mnt gw tonton ampe habis",Njir gw nonton iklan mnt tanpa skip biasanya iklan dtk gw spam tombol skip nya ini mnt gw tonton ampe habis,"['""Njir""', '""gw""', '""nonton""', '""iklan""', '""4""', '""mnt""', '""tanpa""', '""skip""', '"",""', '""biasanya""', '""iklan""', '""15dtk""', '""gw""', '""spam""', '""tombol""', '""skip""', '""nya""', '"",""', '""ini""', '""4""', '""mnt""', '""gw""', '""tonton""', '""ampe""', '""habis""']"
SAATNYA BUKA REKENING BNI WRAAAHHHHH,1.0,SAATNYA BUKA REKENING BNI WRAAAHHHHH,SAATNYA BUKA REKENING BNI WRAAAHHHHH,"['""SAATNYA""', '""BUKA""', '""REKENING""', '""BNI""', '""WRAAAHHHHH""']"
Ambil mahkota mu king,0.0,Ambil mahkota mu king,Ambil mahkota mu king,"['""Ambil""', '""mahkota""', '""mu""', '""king""']"
mana kondisinya persis kita kita kalo uangnya kurang lagi<br><br>ini slice of life anime paling relate dengan bungkus iklan heh 😂,0.0,mana kondisinya persis kita kita kalo uangnya kurang lagi<br><br>ini slice of life anime paling relate dengan bungkus iklan heh 😂,mana kondisinya persis kita kita kalo uangnya kurang lagiini slice of life anime paling relate dengan bungkus iklan heh ,"['""mana""', '""kondisinya""', '""persis""', '""kita""', '""kita""', '""kalo""', '""uangnya""', '""kurang""', '""lagi""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""ini""', '""slice""', '""of""', '""life""', '""anime""', '""paling""', '""relate""', '""dengan""', '""bungkus""', '""iklan""', '""heh""', '""😂""']"
