textDisplay,likeCount,remove_user,cleaning,tokenized_Content
Blud lore: 🇮🇩<br>Blud yap: 👲,0.0,Blud lore: 🇮🇩<br>Blud yap: 👲,Blud lore Blud yap ,"['""Blud""', '""lore""', '"":""', '""🇮🇩""', '""<""', '""br""', '"">""', '""Blud""', '""yap""', '"":""', '""👲""']"
"kurang nya 30 ribu tapi kakek nya kasih 1,5 juta",0.0,"kurang nya 30 ribu tapi kakek nya kasih 1,5 juta",kurang nya ribu tapi kakek nya kasih juta,"['""kurang""', '""nya""', '""30""', '""ribu""', '""tapi""', '""kakek""', '""nya""', '""kasih""', '""1,5""', '""juta""']"
Indonesia darurat wibu,0.0,Indonesia darurat wibu,Indonesia darurat wibu,"['""Indonesia""', '""darurat""', '""wibu""']"
Nice👍👍👍,0.0,Nice👍👍👍,Nice ,"['""Nice👍👍👍""']"
"Liat BNI iklan pake anime, langsung gua subcribe chanel. Kutunggu eps 2. <br>BANGGA JADI NASABAH BNI!!",1.0,"Liat BNI iklan pake anime, langsung gua subcribe chanel. Kutunggu eps 2. <br>BANGGA JADI NASABAH BNI!!",Liat BNI iklan pake anime langsung gua subcribe chanel Kutunggu eps BANGGA JADI NASABAH BNI ,"['""Liat""', '""BNI""', '""iklan""', '""pake""', '""anime""', '"",""', '""langsung""', '""gua""', '""subcribe""', '""chanel""', '"".""', '""Kutunggu""', '""eps""', '""2""', '"".""', '""<""', '""br""', '"">""', '""BANGGA""', '""JADI""', '""NASABAH""', '""BNI""', '""!""', '""!""']"
Marjan Universe : AKHIRNYA! Lawan yang seimbang. Pertarungan kita akan jadi legenda netizen.,1.0,Marjan Universe : AKHIRNYA! Lawan yang seimbang. Pertarungan kita akan jadi legenda netizen.,Marjan Universe AKHIRNYA Lawan yang seimbang Pertarungan kita akan jadi legenda netizen ,"['""Marjan""', '""Universe""', '"":""', '""AKHIRNYA""', '""!""', '""Lawan""', '""yang""', '""seimbang""', '"".""', '""Pertarungan""', '""kita""', '""akan""', '""jadi""', '""legenda""', '""netizen""', '"".""']"
"Pesan moral anime ini 😊<br>- Belajar sabar<br>- Belajar positive thinking <br>Hasilnya selain dapat bayar album musiknya, bonus transferan Kakek tercinta yang berkali-kali lipat banyaknya 🥰<br><br>Animasi dan ceritanya bagus banget 😍 bikinan Indonesia 🇮🇩 🎉 dubbing-nya juga mantab, ini orang Jepang asli kah yg jadi seiyuu-nya?",0.0,"Pesan moral anime ini 😊<br>- Belajar sabar<br>- Belajar positive thinking <br>Hasilnya selain dapat bayar album musiknya, bonus transferan Kakek tercinta yang berkali-kali lipat banyaknya 🥰<br><br>Animasi dan ceritanya bagus banget 😍 bikinan Indonesia 🇮🇩 🎉 dubbing-nya juga mantab, ini orang Jepang asli kah yg jadi seiyuu-nya?",Pesan moral anime ini Belajar sabar Belajar positive thinking Hasilnya selain dapat bayar album musiknya bonus transferan Kakek tercinta yang berkali kali lipat banyaknya Animasi dan ceritanya bagus banget bikinan Indonesia dubbing nya juga mantab ini orang Jepang asli kah yg jadi seiyuu nya ,"['""Pesan""', '""moral""', '""anime""', '""ini""', '""😊""', '""<""', '""br""', '"">""', '""-""', '""Belajar""', '""sabar""', '""<""', '""br""', '"">""', '""-""', '""Belajar""', '""positive""', '""thinking""', '""<""', '""br""', '"">""', '""Hasilnya""', '""selain""', '""dapat""', '""bayar""', '""album""', '""musiknya""', '"",""', '""bonus""', '""transferan""', '""Kakek""', '""tercinta""', '""yang""', '""berkali-kali""', '""lipat""', '""banyaknya""', '""🥰""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Animasi""', '""dan""', '""ceritanya""', '""bagus""', '""banget""', '""😍""', '""bikinan""', '""Indonesia""', '""🇮🇩""', '""🎉""', '""dubbing-nya""', '""juga""', '""mantab""', '"",""', '""ini""', '""orang""', '""Jepang""', '""asli""', '""kah""', '""yg""', '""jadi""', '""seiyuu-nya""', '""?""']"
Iklan anime yang paling aku suka dan paling aku apresiasi<br><br>1.Iklan Wondr BNI<br>2.Lagu Jikustik 1000 tahun lamanya yang diaransemen ulang dan dijadiin iklan mobil Toyota Yaris Cross<br>3.Iklan Sasa Tepung Bumbu di tahun 2020-2021,0.0,Iklan anime yang paling aku suka dan paling aku apresiasi<br><br>1.Iklan Wondr BNI<br>2.Lagu Jikustik 1000 tahun lamanya yang diaransemen ulang dan dijadiin iklan mobil Toyota Yaris Cross<br>3.Iklan Sasa Tepung Bumbu di tahun 2020-2021,Iklan anime yang paling aku suka dan paling aku apresiasi Iklan Wondr BNI Lagu Jikustik tahun lamanya yang diaransemen ulang dan dijadiin iklan mobil Toyota Yaris Cross Iklan Sasa Tepung Bumbu di tahun ,"['""Iklan""', '""anime""', '""yang""', '""paling""', '""aku""', '""suka""', '""dan""', '""paling""', '""aku""', '""apresiasi""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""1.Iklan""', '""Wondr""', '""BNI""', '""<""', '""br""', '"">""', '""2.Lagu""', '""Jikustik""', '""1000""', '""tahun""', '""lamanya""', '""yang""', '""diaransemen""', '""ulang""', '""dan""', '""dijadiin""', '""iklan""', '""mobil""', '""Toyota""', '""Yaris""', '""Cross""', '""<""', '""br""', '"">""', '""3.Iklan""', '""Sasa""', '""Tepung""', '""Bumbu""', '""di""', '""tahun""', '""2020-2021""']"
Mana episode 2,0.0,Mana episode 2,Mana episode ,"['""Mana""', '""episode""', '""2""']"
In the kitchen :D,0.0,In the kitchen :D,In the kitchen D,"['""In""', '""the""', '""kitchen""', '"":""', '""D""']"
Sugoi,0.0,Sugoi,Sugoi,"['""Sugoi""']"
BNI sedang memasak 🗣️🗣️🗣️🔥🔥🔥,0.0,BNI sedang memasak 🗣️🗣️🗣️🔥🔥🔥,BNI sedang memasak ,"['""BNI""', '""sedang""', '""memasak""', '""🗣️🗣️🗣️🔥🔥🔥""']"
Biarkan bni memasak🗣🔥🔥,0.0,Biarkan bni memasak🗣🔥🔥,Biarkan bni memasak ,"['""Biarkan""', '""bni""', '""memasak🗣🔥🔥""']"
Keinget nichijou😂,0.0,Keinget nichijou😂,Keinget nichijou ,"['""Keinget""', '""nichijou😂""']"
Diluar prediksi netizen😅😅,0.0,Diluar prediksi netizen😅😅,Diluar prediksi netizen ,"['""Diluar""', '""prediksi""', '""netizen😅😅""']"
who let him cook 🔥🔥,0.0,who let him cook 🔥🔥,who let him cook ,"['""who""', '""let""', '""him""', '""cook""', '""🔥🔥""']"
"hei2 info kakek baik hati itu, wkwkwk gw udah lama gak kontak kakek malahan 😢",1.0,"hei2 info kakek baik hati itu, wkwkwk gw udah lama gak kontak kakek malahan 😢",hei info kakek baik hati itu wkwkwk gw udah lama gak kontak kakek malahan ,"['""hei2""', '""info""', '""kakek""', '""baik""', '""hati""', '""itu""', '"",""', '""wkwkwk""', '""gw""', '""udah""', '""lama""', '""gak""', '""kontak""', '""kakek""', '""malahan""', '""😢""']"
"Kenapa jadi pengen daftar ke bni ya, anjir.",0.0,"Kenapa jadi pengen daftar ke bni ya, anjir.",Kenapa jadi pengen daftar ke bni ya anjir ,"['""Kenapa""', '""jadi""', '""pengen""', '""daftar""', '""ke""', '""bni""', '""ya""', '"",""', '""anjir""', '"".""']"
keren juga Bank BNI ngiklan pake anime,0.0,keren juga Bank BNI ngiklan pake anime,keren juga Bank BNI ngiklan pake anime,"['""keren""', '""juga""', '""Bank""', '""BNI""', '""ngiklan""', '""pake""', '""anime""']"
Why and how,0.0,Why and how,Why and how,"['""Why""', '""and""', '""how""']"
"wih kerenn, infokan episode 2 kak",0.0,"wih kerenn, infokan episode 2 kak",wih kerenn infokan episode kak,"['""wih""', '""kerenn""', '"",""', '""infokan""', '""episode""', '""2""', '""kak""']"
damn bacanya bukan kres ternyata,0.0,damn bacanya bukan kres ternyata,damn bacanya bukan kres ternyata,"['""damn""', '""bacanya""', '""bukan""', '""kres""', '""ternyata""']"
Wuidiiiih keluar juga anime BNI😎,0.0,Wuidiiiih keluar juga anime BNI😎,Wuidiiiih keluar juga anime BNI ,"['""Wuidiiiih""', '""keluar""', '""juga""', '""anime""', '""BNI😎""']"
Cantik...<br>かわいい…。<br>😍😍😍,1.0,Cantik...<br>かわいい…。<br>😍😍😍,Cantik ,"['""Cantik""', '""...""', '""<""', '""br""', '"">""', '""かわいい…。""', '""<""', '""br""', '"">""', '""😍😍😍""']"
"Saya kira anime comedy baru ternyata BNI wkwk😭<br><br>Btw, saya pakai BNI juga😁",2.0,"Saya kira anime comedy baru ternyata BNI wkwk😭<br><br>Btw, saya pakai BNI juga😁",Saya kira anime comedy baru ternyata BNI wkwk Btw saya pakai BNI juga ,"['""Saya""', '""kira""', '""anime""', '""comedy""', '""baru""', '""ternyata""', '""BNI""', '""wkwk😭""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Btw""', '"",""', '""saya""', '""pakai""', '""BNI""', '""juga😁""']"
Don&#39;t forget to convert to wondr by BNI if you haven&#39;t already :D,0.0,Don&#39;t forget to convert to wondr by BNI if you haven&#39;t already :D,Dont forget to convert to wondr by BNI if you havent already D,"['""Don""', '""&""', '""#""', '""39""', '"";""', '""t""', '""forget""', '""to""', '""convert""', '""to""', '""wondr""', '""by""', '""BNI""', '""if""', '""you""', '""haven""', '""&""', '""#""', '""39""', '"";""', '""t""', '""already""', '"":""', '""D""']"
Cantik sekali karakter moe gadis kecil ini!<br>なんとこのおちび少女萌えキャラクターはかわいいのでしょう！<br>😍😍😍,0.0,Cantik sekali karakter moe gadis kecil ini!<br>なんとこのおちび少女萌えキャラクターはかわいいのでしょう！<br>😍😍😍,Cantik sekali karakter moe gadis kecil ini ,"['""Cantik""', '""sekali""', '""karakter""', '""moe""', '""gadis""', '""kecil""', '""ini""', '""!""', '""<""', '""br""', '"">""', '""なんとこのおちび少女萌えキャラクターはかわいいのでしょう！""', '""<""', '""br""', '"">""', '""😍😍😍""']"
No way kita mendapatkan anime dari BNI sebelum anime Genshin Rilis 🗣️🔥🔥,25.0,No way kita mendapatkan anime dari BNI sebelum anime Genshin Rilis 🗣️🔥🔥,No way kita mendapatkan anime dari BNI sebelum anime Genshin Rilis ,"['""No""', '""way""', '""kita""', '""mendapatkan""', '""anime""', '""dari""', '""BNI""', '""sebelum""', '""anime""', '""Genshin""', '""Rilis""', '""🗣️🔥🔥""']"
Kreatif min bagus animasinya cerita nya juga bagus,0.0,Kreatif min bagus animasinya cerita nya juga bagus,Kreatif min bagus animasinya cerita nya juga bagus,"['""Kreatif""', '""min""', '""bagus""', '""animasinya""', '""cerita""', '""nya""', '""juga""', '""bagus""']"
"Bro, really good advertising. This is the first time I have liked a commercial advertisement.",2.0,"Bro, really good advertising. This is the first time I have liked a commercial advertisement.",Bro really good advertising This is the first time I have liked a commercial advertisement ,"['""Bro""', '"",""', '""really""', '""good""', '""advertising""', '"".""', '""This""', '""is""', '""the""', '""first""', '""time""', '""I""', '""have""', '""liked""', '""a""', '""commercial""', '""advertisement""', '"".""']"
iklan yang sangat enak di tonton 😍👌🏻✨,0.0,iklan yang sangat enak di tonton 😍👌🏻✨,iklan yang sangat enak di tonton ,"['""iklan""', '""yang""', '""sangat""', '""enak""', '""di""', '""tonton""', '""😍👌🏻✨""']"
Bangga gw jadi nasabah BNI ❤,0.0,Bangga gw jadi nasabah BNI ❤,Bangga gw jadi nasabah BNI ,"['""Bangga""', '""gw""', '""jadi""', '""nasabah""', '""BNI""', '""❤""']"
Style dan gaya animenya nichijo bngt ya keren si ini kalo di kembangin,2.0,Style dan gaya animenya nichijo bngt ya keren si ini kalo di kembangin,Style dan gaya animenya nichijo bngt ya keren si ini kalo di kembangin,"['""Style""', '""dan""', '""gaya""', '""animenya""', '""nichijo""', '""bngt""', '""ya""', '""keren""', '""si""', '""ini""', '""kalo""', '""di""', '""kembangin""']"
Bro keren banget,0.0,Bro keren banget,Bro keren banget,"['""Bro""', '""keren""', '""banget""']"
Ngeriii lanjutkan ❤❤❤❤,0.0,Ngeriii lanjutkan ❤❤❤❤,Ngeriii lanjutkan ,"['""Ngeriii""', '""lanjutkan""', '""❤❤❤❤""']"
Keren uy,0.0,Keren uy,Keren uy,"['""Keren""', '""uy""']"
Kyuuuris,0.0,Kyuuuris,Kyuuuris,"['""Kyuuuris""']"
Njir dramatis gitu😂,0.0,Njir dramatis gitu😂,Njir dramatis gitu ,"['""Njir""', '""dramatis""', '""gitu😂""']"
Bangga jadi nasabah BNI ini mah😂,0.0,Bangga jadi nasabah BNI ini mah😂,Bangga jadi nasabah BNI ini mah ,"['""Bangga""', '""jadi""', '""nasabah""', '""BNI""', '""ini""', '""mah😂""']"
Jadi pen punya buku rekening BNI tapi yang anime,0.0,Jadi pen punya buku rekening BNI tapi yang anime,Jadi pen punya buku rekening BNI tapi yang anime,"['""Jadi""', '""pen""', '""punya""', '""buku""', '""rekening""', '""BNI""', '""tapi""', '""yang""', '""anime""']"
Bruh kakeknya mirip........,1.0,Bruh kakeknya mirip........,Bruh kakeknya mirip ,"['""Bruh""', '""kakeknya""', '""mirip""', '""........""']"
GEMBOK BIRU SEKETIKA GOSONG REK🗣️🗣️🗣️🗣️🔥🔥🔥💯💯💯💯,0.0,GEMBOK BIRU SEKETIKA GOSONG REK🗣️🗣️🗣️🗣️🔥🔥🔥💯💯💯💯,GEMBOK BIRU SEKETIKA GOSONG REK ,"['""GEMBOK""', '""BIRU""', '""SEKETIKA""', '""GOSONG""', '""REK🗣️🗣️🗣️🗣️🔥🔥🔥💯💯💯💯""']"
WHAATTYYY😮😅,0.0,WHAATTYYY😮😅,WHAATTYYY ,"['""WHAATTYYY😮😅""']"
anjir nichijou 😂😂,0.0,anjir nichijou 😂😂,anjir nichijou ,"['""anjir""', '""nichijou""', '""😂😂""']"
Andai pake bahasa Indonesia,0.0,Andai pake bahasa Indonesia,Andai pake bahasa Indonesia,"['""Andai""', '""pake""', '""bahasa""', '""Indonesia""']"
"Ada kok, yg iklan pertama",0.0,"Ada kok, yg iklan pertama",Ada kok yg iklan pertama,"['""Ada""', '""kok""', '"",""', '""yg""', '""iklan""', '""pertama""']"
"<a href=""https://www.youtube.com/watch?v=ek96QKAj2qI"">https://youtu.be/ek96QKAj2qI?si=LEwunpR8yn5I3gOh</a>",0.0,"<a href=""https://www.youtube.com/watch?v=ek96QKAj2qI"">https://youtu.be/ek96QKAj2qI?si=LEwunpR8yn5I3gOh</a>", a href ,"['""<""', '""a""', '""href=""', '""\'\'""', '""https""', '"":""', '""//www.youtube.com/watch""', '""?""', '""v=ek96QKAj2qI""', '""\'\'""', '"">""', '""https""', '"":""', '""//youtu.be/ek96QKAj2qI""', '""?""', '""si=LEwunpR8yn5I3gOh""', '""<""', '""/a""', '"">""']"
Keren bgt dibikin oleh studio lokal 😮,1.0,Keren bgt dibikin oleh studio lokal 😮,Keren bgt dibikin oleh studio lokal ,"['""Keren""', '""bgt""', '""dibikin""', '""oleh""', '""studio""', '""lokal""', '""😮""']"
"Siapa sangka 🤯🤯, ditengah gempuran AI, BNI pake Anime untuk promosi<br><br>Joss 👍👍",0.0,"Siapa sangka 🤯🤯, ditengah gempuran AI, BNI pake Anime untuk promosi<br><br>Joss 👍👍",Siapa sangka ditengah gempuran AI BNI pake Anime untuk promosiJoss ,"['""Siapa""', '""sangka""', '""🤯🤯""', '"",""', '""ditengah""', '""gempuran""', '""AI""', '"",""', '""BNI""', '""pake""', '""Anime""', '""untuk""', '""promosi""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Joss""', '""👍👍""']"
Loli yg meresahkan,0.0,Loli yg meresahkan,Loli yg meresahkan,"['""Loli""', '""yg""', '""meresahkan""']"
yang beginian bakal masuk ke MAL ngga ya? 🤔,0.0,yang beginian bakal masuk ke MAL ngga ya? 🤔,yang beginian bakal masuk ke MAL ngga ya ,"['""yang""', '""beginian""', '""bakal""', '""masuk""', '""ke""', '""MAL""', '""ngga""', '""ya""', '""?""', '""🤔""']"
Chat apakah ini UNTUK NYATA🔥🔥🔥,0.0,Chat apakah ini UNTUK NYATA🔥🔥🔥,Chat apakah ini UNTUK NYATA ,"['""Chat""', '""apakah""', '""ini""', '""UNTUK""', '""NYATA🔥🔥🔥""']"
Dengan ini jugà mungkin orang² jadi lebih menghargai anime slice of life.,1.0,Dengan ini jugà mungkin orang² jadi lebih menghargai anime slice of life.,Dengan ini jug mungkin orang jadi lebih menghargai anime slice of life ,"['""Dengan""', '""ini""', '""jugà""', '""mungkin""', '""orang²""', '""jadi""', '""lebih""', '""menghargai""', '""anime""', '""slice""', '""of""', '""life""', '"".""']"
BNI SEDANG MEMASAK,0.0,BNI SEDANG MEMASAK,BNI SEDANG MEMASAK,"['""BNI""', '""SEDANG""', '""MEMASAK""']"
Ada eps 2 nya gak min,0.0,Ada eps 2 nya gak min,Ada eps nya gak min,"['""Ada""', '""eps""', '""2""', '""nya""', '""gak""', '""min""']"
Kita butuh lebih banyak iklan seperti ini 🗣🔥,0.0,Kita butuh lebih banyak iklan seperti ini 🗣🔥,Kita butuh lebih banyak iklan seperti ini ,"['""Kita""', '""butuh""', '""lebih""', '""banyak""', '""iklan""', '""seperti""', '""ini""', '""🗣🔥""']"
Walah keren BNI sangat relate dengan apa yang anak muda zaman sekarang mau tonton.XD,2.0,Walah keren BNI sangat relate dengan apa yang anak muda zaman sekarang mau tonton.XD,Walah keren BNI sangat relate dengan apa yang anak muda zaman sekarang mau tonton XD,"['""Walah""', '""keren""', '""BNI""', '""sangat""', '""relate""', '""dengan""', '""apa""', '""yang""', '""anak""', '""muda""', '""zaman""', '""sekarang""', '""mau""', '""tonton.XD""']"
SEMUA AKAN 2D PADA WAKTUNYAAAAAAAAA,0.0,SEMUA AKAN 2D PADA WAKTUNYAAAAAAAAA,SEMUA AKAN D PADA WAKTUNYAAAAAAAAA,"['""SEMUA""', '""AKAN""', '""2D""', '""PADA""', '""WAKTUNYAAAAAAAAA""']"
"<a href=""http://www.youtube.com/results?search_query=%23noai"">#noai</a>",1.0,"<a href=""http://www.youtube.com/results?search_query=%23noai"">#noai</a>", a href ,"['""<""', '""a""', '""href=""', '""\'\'""', '""http""', '"":""', '""//www.youtube.com/results""', '""?""', '""search_query=""', '""%""', '""23noai""', '""\'\'""', '"">""', '""#""', '""noai""', '""<""', '""/a""', '"">""']"
"@ploopyanimations  Good Job min, love the work ❤️",0.0,"  Good Job min, love the work ❤️", Good Job min love the work ,"['""@""', '""ploopyanimations""', '""Good""', '""Job""', '""min""', '"",""', '""love""', '""the""', '""work""', '""❤️""']"
Cocok jadi seris,0.0,Cocok jadi seris,Cocok jadi seris,"['""Cocok""', '""jadi""', '""seris""']"
Bank Nichijou Indonesia 🗣️,1.0,Bank Nichijou Indonesia 🗣️,Bank Nichijou Indonesia ,"['""Bank""', '""Nichijou""', '""Indonesia""', '""🗣️""']"
best clutch i&#39;ve ever seen,1.0,best clutch i&#39;ve ever seen,best clutch ive ever seen,"['""best""', '""clutch""', '""i""', '""&""', '""#""', '""39""', '"";""', '""ve""', '""ever""', '""seen""']"
Kita memiliki anime BNI sebelum Genshin 🗣️🗣️,1.0,Kita memiliki anime BNI sebelum Genshin 🗣️🗣️,Kita memiliki anime BNI sebelum Genshin ,"['""Kita""', '""memiliki""', '""anime""', '""BNI""', '""sebelum""', '""Genshin""', '""🗣️🗣️""']"
"minta 30k ditransfer 1,5 jt",1.0,"minta 30k ditransfer 1,5 jt",minta k ditransfer jt,"['""minta""', '""30k""', '""ditransfer""', '""1,5""', '""jt""']"
Using Anime instead of AI for ads. Based,1.0,Using Anime instead of AI for ads. Based,Using Anime instead of AI for ads Based,"['""Using""', '""Anime""', '""instead""', '""of""', '""AI""', '""for""', '""ads""', '"".""', '""Based""']"
"wah gila ga nyangka bisa sebagus itu pembuatannya, semoga bisa terus berkembang seperti ini sampai seterusnya",0.0,"wah gila ga nyangka bisa sebagus itu pembuatannya, semoga bisa terus berkembang seperti ini sampai seterusnya",wah gila ga nyangka bisa sebagus itu pembuatannya semoga bisa terus berkembang seperti ini sampai seterusnya,"['""wah""', '""gila""', '""ga""', '""nyangka""', '""bisa""', '""sebagus""', '""itu""', '""pembuatannya""', '"",""', '""semoga""', '""bisa""', '""terus""', '""berkembang""', '""seperti""', '""ini""', '""sampai""', '""seterusnya""']"
Setelah saya menonton video ini saya akan membuat kartu atm😋😋😋,0.0,Setelah saya menonton video ini saya akan membuat kartu atm😋😋😋,Setelah saya menonton video ini saya akan membuat kartu atm ,"['""Setelah""', '""saya""', '""menonton""', '""video""', '""ini""', '""saya""', '""akan""', '""membuat""', '""kartu""', '""atm😋😋😋""']"
Wah,0.0,Wah,Wah,"['""Wah""']"
aku make wondr BNI juga 🥰,2.0,aku make wondr BNI juga 🥰,aku make wondr BNI juga ,"['""aku""', '""make""', '""wondr""', '""BNI""', '""juga""', '""🥰""']"
😭,0.0,😭, ,"['""😭""']"
Dengan budget yang sesuai sebenernya kita bisa membuat animasi yang bagus juga. Terima kasih BNI udah niat banget mewujudkan promosinya lewat anime.,4.0,Dengan budget yang sesuai sebenernya kita bisa membuat animasi yang bagus juga. Terima kasih BNI udah niat banget mewujudkan promosinya lewat anime.,Dengan budget yang sesuai sebenernya kita bisa membuat animasi yang bagus juga Terima kasih BNI udah niat banget mewujudkan promosinya lewat anime ,"['""Dengan""', '""budget""', '""yang""', '""sesuai""', '""sebenernya""', '""kita""', '""bisa""', '""membuat""', '""animasi""', '""yang""', '""bagus""', '""juga""', '"".""', '""Terima""', '""kasih""', '""BNI""', '""udah""', '""niat""', '""banget""', '""mewujudkan""', '""promosinya""', '""lewat""', '""anime""', '"".""']"
We need more ads like this🗣️🗣️🔥🔥,6.0,We need more ads like this🗣️🗣️🔥🔥,We need more ads like this ,"['""We""', '""need""', '""more""', '""ads""', '""like""', '""this🗣️🗣️🔥🔥""']"
100% agree with you there! :D,0.0,100% agree with you there! :D, agree with you there D,"['""100""', '""%""', '""agree""', '""with""', '""you""', '""there""', '""!""', '"":""', '""D""']"
Ditunggu episode 2 nya min... 🙏🏻😊,0.0,Ditunggu episode 2 nya min... 🙏🏻😊,Ditunggu episode nya min ,"['""Ditunggu""', '""episode""', '""2""', '""nya""', '""min""', '""...""', '""🙏🏻😊""']"
sampe lupa kalo ini iklan,1.0,sampe lupa kalo ini iklan,sampe lupa kalo ini iklan,"['""sampe""', '""lupa""', '""kalo""', '""ini""', '""iklan""']"
Kerennnnn abisss,0.0,Kerennnnn abisss,Kerennnnn abisss,"['""Kerennnnn""', '""abisss""']"
Vatican : i have the power of anime and god<br>BNI : I HAVE THE POWER OF ANIME AND MONEY IN MY HANDS,8.0,Vatican : i have the power of anime and god<br>BNI : I HAVE THE POWER OF ANIME AND MONEY IN MY HANDS,Vatican i have the power of anime and godBNI I HAVE THE POWER OF ANIME AND MONEY IN MY HANDS,"['""Vatican""', '"":""', '""i""', '""have""', '""the""', '""power""', '""of""', '""anime""', '""and""', '""god""', '""<""', '""br""', '"">""', '""BNI""', '"":""', '""I""', '""HAVE""', '""THE""', '""POWER""', '""OF""', '""ANIME""', '""AND""', '""MONEY""', '""IN""', '""MY""', '""HANDS""']"
"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=157"">2:37</a> owari da 😭😭",0.0,"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=157"">2:37</a> owari da 😭😭", a href owari da ,"['""<""', '""a""', '""href=""', '""\'\'""', '""https""', '"":""', '""//www.youtube.com/watch""', '""?""', '""v=GPR7sTZUBMI""', '""&""', '""amp""', '"";""', '""t=157""', '""\'\'""', '"">""', '""2:37""', '""<""', '""/a""', '"">""', '""owari""', '""da""', '""😭😭""']"
"Eh, info studio yg produksinya dong? Keren BNI berinovasi coyyyy!😱",4.0,"Eh, info studio yg produksinya dong? Keren BNI berinovasi coyyyy!😱",Eh info studio yg produksinya dong Keren BNI berinovasi coyyyy ,"['""Eh""', '"",""', '""info""', '""studio""', '""yg""', '""produksinya""', '""dong""', '""?""', '""Keren""', '""BNI""', '""berinovasi""', '""coyyyy""', '""!""', '""😱""']"
Ya itu yg di pin,0.0,Ya itu yg di pin,Ya itu yg di pin,"['""Ya""', '""itu""', '""yg""', '""di""', '""pin""']"
ABSOLUTE CINEMA 🙌,0.0,ABSOLUTE CINEMA 🙌,ABSOLUTE CINEMA ,"['""ABSOLUTE""', '""CINEMA""', '""🙌""']"
Demi dewa... Ternyata iklan BRI... kupikir ini cuplikan anime baru. <br>Makin canggih animator kita,0.0,Demi dewa... Ternyata iklan BRI... kupikir ini cuplikan anime baru. <br>Makin canggih animator kita,Demi dewa Ternyata iklan BRI kupikir ini cuplikan anime baru Makin canggih animator kita,"['""Demi""', '""dewa""', '""...""', '""Ternyata""', '""iklan""', '""BRI""', '""...""', '""kupikir""', '""ini""', '""cuplikan""', '""anime""', '""baru""', '"".""', '""<""', '""br""', '"">""', '""Makin""', '""canggih""', '""animator""', '""kita""']"
Langsung jadi nasabah😂😂😂😂😂😂😂😂😂😂😂😂pindah bank gw,1.0,Langsung jadi nasabah😂😂😂😂😂😂😂😂😂😂😂😂pindah bank gw,Langsung jadi nasabah pindah bank gw,"['""Langsung""', '""jadi""', '""nasabah😂😂😂😂😂😂😂😂😂😂😂😂pindah""', '""bank""', '""gw""']"
Gas lah pake BNI 😂😂,0.0,Gas lah pake BNI 😂😂,Gas lah pake BNI ,"['""Gas""', '""lah""', '""pake""', '""BNI""', '""😂😂""']"
OMG so cute😂😂 and the jii-chan 😍😍,1.0,OMG so cute😂😂 and the jii-chan 😍😍,OMG so cute and the jii chan ,"['""OMG""', '""so""', '""cute😂😂""', '""and""', '""the""', '""jii-chan""', '""😍😍""']"
Disaat yang lain iklan pake AI<br>Meanwhile BNI💀,2.0,Disaat yang lain iklan pake AI<br>Meanwhile BNI💀,Disaat yang lain iklan pake AIMeanwhile BNI ,"['""Disaat""', '""yang""', '""lain""', '""iklan""', '""pake""', '""AI""', '""<""', '""br""', '"">""', '""Meanwhile""', '""BNI💀""']"
BNI making anime is not on my 2024 check list.. AND IT&#39;S GOOD WTF,1.0,BNI making anime is not on my 2024 check list.. AND IT&#39;S GOOD WTF,BNI making anime is not on my check list AND ITS GOOD WTF,"['""BNI""', '""making""', '""anime""', '""is""', '""not""', '""on""', '""my""', '""2024""', '""check""', '""list""', '""..""', '""AND""', '""IT""', '""&""', '""#""', '""39""', '"";""', '""S""', '""GOOD""', '""WTF""']"
Jago juga BNI buat promosi,1.0,Jago juga BNI buat promosi,Jago juga BNI buat promosi,"['""Jago""', '""juga""', '""BNI""', '""buat""', '""promosi""']"
Ga nyangka dibuat anime dong,1.0,Ga nyangka dibuat anime dong,Ga nyangka dibuat anime dong,"['""Ga""', '""nyangka""', '""dibuat""', '""anime""', '""dong""']"
"Omagaa, animasinya imut+bagus bgt sumpah kyk lgi nonton nichijou🙀🔥👍 Lanjutannya ada g min, trus ini sampai eps brp😅",0.0,"Omagaa, animasinya imut+bagus bgt sumpah kyk lgi nonton nichijou🙀🔥👍 Lanjutannya ada g min, trus ini sampai eps brp😅",Omagaa animasinya imut bagus bgt sumpah kyk lgi nonton nichijou Lanjutannya ada g min trus ini sampai eps brp ,"['""Omagaa""', '"",""', '""animasinya""', '""imut+bagus""', '""bgt""', '""sumpah""', '""kyk""', '""lgi""', '""nonton""', '""nichijou🙀🔥👍""', '""Lanjutannya""', '""ada""', '""g""', '""min""', '"",""', '""trus""', '""ini""', '""sampai""', '""eps""', '""brp😅""']"
